"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,179010,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,186756,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,195569,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,203664,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,210807,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,216620,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,222601,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,229208,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,235010,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,239559,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,244962,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,251759,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,259497,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,266882,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,272560,,
"USA170","Benton (AR)","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,279835,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2001","2001","USD","US Dollar","0","Units",,,75839,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2002","2002","USD","US Dollar","0","Units",,,69886,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2003","2003","USD","US Dollar","0","Units",,,69872,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2004","2004","USD","US Dollar","0","Units",,,70236,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2005","2005","USD","US Dollar","0","Units",,,70498,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2006","2006","USD","US Dollar","0","Units",,,70402,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2007","2007","USD","US Dollar","0","Units",,,73136,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2008","2008","USD","US Dollar","0","Units",,,74945,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2009","2009","USD","US Dollar","0","Units",,,73846,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2010","2010","USD","US Dollar","0","Units",,,74167,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2011","2011","USD","US Dollar","0","Units",,,72713,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2012","2012","USD","US Dollar","0","Units",,,71756,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2013","2013","USD","US Dollar","0","Units",,,72739,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2014","2014","USD","US Dollar","0","Units",,,73790,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2015","2015","USD","US Dollar","0","Units",,,75761,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2016","2016","USD","US Dollar","0","Units",,,77056,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2017","2017","USD","US Dollar","0","Units",,,80330,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2018","2018","USD","US Dollar","0","Units",,,81183,,
"USA140","Boulder","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2019","2019","USD","US Dollar","0","Units",,,86179,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2001","2001","PER","Persons","0","Units",,,63,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2002","2002","PER","Persons","0","Units",,,64,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2003","2003","PER","Persons","0","Units",,,64,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2004","2004","PER","Persons","0","Units",,,64,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2005","2005","PER","Persons","0","Units",,,65,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2006","2006","PER","Persons","0","Units",,,65,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2007","2007","PER","Persons","0","Units",,,65,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2008","2008","PER","Persons","0","Units",,,66,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2009","2009","PER","Persons","0","Units",,,66,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2010","2010","PER","Persons","0","Units",,,66,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2011","2011","PER","Persons","0","Units",,,67,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2012","2012","PER","Persons","0","Units",,,67,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2013","2013","PER","Persons","0","Units",,,67,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2014","2014","PER","Persons","0","Units",,,67,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2015","2015","PER","Persons","0","Units",,,67,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2016","2016","PER","Persons","0","Units",,,67,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2017","2017","PER","Persons","0","Units",,,67,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2018","2018","PER","Persons","0","Units",,,67,,
"USA124","Vanderburgh","POP_DEN","Population density (inhabitants per km2)","2019","2019","PER","Persons","0","Units",,,67,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2001","2001","USD","US Dollar","0","Units",,,36503,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2002","2002","USD","US Dollar","0","Units",,,36786,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2003","2003","USD","US Dollar","0","Units",,,36900,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2004","2004","USD","US Dollar","0","Units",,,37211,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2005","2005","USD","US Dollar","0","Units",,,37976,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2006","2006","USD","US Dollar","0","Units",,,38160,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2007","2007","USD","US Dollar","0","Units",,,39419,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2008","2008","USD","US Dollar","0","Units",,,40539,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2009","2009","USD","US Dollar","0","Units",,,39055,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2010","2010","USD","US Dollar","0","Units",,,39196,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2011","2011","USD","US Dollar","0","Units",,,38449,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2012","2012","USD","US Dollar","0","Units",,,38522,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2013","2013","USD","US Dollar","0","Units",,,38781,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2014","2014","USD","US Dollar","0","Units",,,39012,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2015","2015","USD","US Dollar","0","Units",,,39240,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2016","2016","USD","US Dollar","0","Units",,,40374,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2017","2017","USD","US Dollar","0","Units",,,40544,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2018","2018","USD","US Dollar","0","Units",,,42292,,
"USA133","Thurston","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2019","2019","USD","US Dollar","0","Units",,,42615,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2001","2001","PER","Persons","0","Units",,,62,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2002","2002","PER","Persons","0","Units",,,62,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2003","2003","PER","Persons","0","Units",,,62,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2004","2004","PER","Persons","0","Units",,,62,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2005","2005","PER","Persons","0","Units",,,62,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2006","2006","PER","Persons","0","Units",,,62,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2007","2007","PER","Persons","0","Units",,,63,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2008","2008","PER","Persons","0","Units",,,63,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2009","2009","PER","Persons","0","Units",,,63,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2010","2010","PER","Persons","0","Units",,,63,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2011","2011","PER","Persons","0","Units",,,63,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2012","2012","PER","Persons","0","Units",,,64,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2013","2013","PER","Persons","0","Units",,,64,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2014","2014","PER","Persons","0","Units",,,64,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2015","2015","PER","Persons","0","Units",,,64,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2016","2016","PER","Persons","0","Units",,,64,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2017","2017","PER","Persons","0","Units",,,64,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2018","2018","PER","Persons","0","Units",,,63,,
"USA117","Scott","POP_DEN","Population density (inhabitants per km2)","2019","2019","PER","Persons","0","Units",,,63,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2001","2001","PER","Persons","0","Units",,,143,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2002","2002","PER","Persons","0","Units",,,148,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2003","2003","PER","Persons","0","Units",,,153,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2004","2004","PER","Persons","0","Units",,,159,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2005","2005","PER","Persons","0","Units",,,164,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2006","2006","PER","Persons","0","Units",,,169,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2007","2007","PER","Persons","0","Units",,,174,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2008","2008","PER","Persons","0","Units",,,179,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2009","2009","PER","Persons","0","Units",,,184,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2010","2010","PER","Persons","0","Units",,,189,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2011","2011","PER","Persons","0","Units",,,193,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2012","2012","PER","Persons","0","Units",,,196,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2013","2013","PER","Persons","0","Units",,,199,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2014","2014","PER","Persons","0","Units",,,201,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2015","2015","PER","Persons","0","Units",,,204,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2016","2016","PER","Persons","0","Units",,,206,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2017","2017","PER","Persons","0","Units",,,207,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2018","2018","PER","Persons","0","Units",,,209,,
"USA62","Hidalgo","POP_DEN","Population density (inhabitants per km2)","2019","2019","PER","Persons","0","Units",,,210,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2001","2001","PER","Persons","0","Units",,,260686,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2002","2002","PER","Persons","0","Units",,,260310,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2003","2003","PER","Persons","0","Units",,,260707,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,261284,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,262714,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,264626,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,265854,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,265736,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,266690,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,267363,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,267132,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,266476,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,266001,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,264986,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,263802,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,262458,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,261796,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,261665,,
"USA149","Lackawanna","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,261079,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2001","2001","USD","US Dollar","0","Units",,,67511,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2002","2002","USD","US Dollar","0","Units",,,67241,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2003","2003","USD","US Dollar","0","Units",,,67798,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2004","2004","USD","US Dollar","0","Units",,,68457,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2005","2005","USD","US Dollar","0","Units",,,71863,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2006","2006","USD","US Dollar","0","Units",,,73825,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2007","2007","USD","US Dollar","0","Units",,,77785,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2008","2008","USD","US Dollar","0","Units",,,78009,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2009","2009","USD","US Dollar","0","Units",,,74813,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2010","2010","USD","US Dollar","0","Units",,,75788,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2011","2011","USD","US Dollar","0","Units",,,76517,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2012","2012","USD","US Dollar","0","Units",,,79197,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2013","2013","USD","US Dollar","0","Units",,,81112,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2014","2014","USD","US Dollar","0","Units",,,83006,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2015","2015","USD","US Dollar","0","Units",,,85700,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2016","2016","USD","US Dollar","0","Units",,,87117,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2017","2017","USD","US Dollar","0","Units",,,90074,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2018","2018","USD","US Dollar","0","Units",,,94829,,
"USA14","Seattle","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2019","2019","USD","US Dollar","0","Units",,,98277,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2001","2001","PER","Persons","0","Units",,,705179,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2002","2002","PER","Persons","0","Units",,,704707,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2003","2003","PER","Persons","0","Units",,,704806,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,705155,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,703202,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,701470,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,699722,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,697779,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,696369,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,697219,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,698238,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,698867,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,698452,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,697504,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,696480,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,697768,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,698684,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,699597,,
"USA66","Montgomery (OH)","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,701493,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2001","2001","PER","Persons","0","Units",,,121,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2002","2002","PER","Persons","0","Units",,,121,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2003","2003","PER","Persons","0","Units",,,120,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2004","2004","PER","Persons","0","Units",,,120,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2005","2005","PER","Persons","0","Units",,,121,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2006","2006","PER","Persons","0","Units",,,122,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2007","2007","PER","Persons","0","Units",,,123,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2008","2008","PER","Persons","0","Units",,,124,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2009","2009","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2010","2010","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2011","2011","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2012","2012","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2013","2013","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2014","2014","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2015","2015","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2016","2016","PER","Persons","0","Units",,,126,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2017","2017","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2018","2018","PER","Persons","0","Units",,,125,,
"USA110","Mobile","POP_DEN","Population density (inhabitants per km2)","2019","2019","PER","Persons","0","Units",,,125,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2001","2001","USD","US Dollar","0","Units",,,54130,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2002","2002","USD","US Dollar","0","Units",,,53525,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2003","2003","USD","US Dollar","0","Units",,,53434,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2004","2004","USD","US Dollar","0","Units",,,55872,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2005","2005","USD","US Dollar","0","Units",,,56881,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2006","2006","USD","US Dollar","0","Units",,,56108,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2007","2007","USD","US Dollar","0","Units",,,54859,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2008","2008","USD","US Dollar","0","Units",,,51565,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2009","2009","USD","US Dollar","0","Units",,,49004,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2010","2010","USD","US Dollar","0","Units",,,50086,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2011","2011","USD","US Dollar","0","Units",,,48841,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2012","2012","USD","US Dollar","0","Units",,,49922,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2013","2013","USD","US Dollar","0","Units",,,49273,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2014","2014","USD","US Dollar","0","Units",,,49485,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2015","2015","USD","US Dollar","0","Units",,,53208,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2016","2016","USD","US Dollar","0","Units",,,54821,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2017","2017","USD","US Dollar","0","Units",,,57607,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2018","2018","USD","US Dollar","0","Units",,,55662,,
"USA94","Washoe","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2019","2019","USD","US Dollar","0","Units",,,57121,,
"USA95","Ingham","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2001","2001","USD","US Dollar","0","Units",,,46367,,
"USA95","Ingham","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2002","2002","USD","US Dollar","0","Units",,,47572,,
"USA95","Ingham","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2003","2003","USD","US Dollar","0","Units",,,47663,,
"USA95","Ingham","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2004","2004","USD","US Dollar","0","Units",,,47251,,
"USA95","Ingham","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2005","2005","USD","US Dollar","0","Units",,,47513,,
"USA95","Ingham","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2006","2006","USD","US Dollar","0","Units",,,47669,,
"USA95","Ingham","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2007","2007","USD","US Dollar","0","Units",,,47810,,
"USA95","Ingham","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2008","2008","USD","US Dollar","0","Units",,,44460,,
