"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA11","Boston","POP_DEN","Population density (inhabitants per km2)","2013","2013","PER","Persons","0","Units",,,642,,
"USA11","Boston","POP_DEN","Population density (inhabitants per km2)","2014","2014","PER","Persons","0","Units",,,648,,
"USA11","Boston","POP_DEN","Population density (inhabitants per km2)","2015","2015","PER","Persons","0","Units",,,653,,
"USA11","Boston","POP_DEN","Population density (inhabitants per km2)","2016","2016","PER","Persons","0","Units",,,657,,
"USA11","Boston","POP_DEN","Population density (inhabitants per km2)","2017","2017","PER","Persons","0","Units",,,661,,
"USA11","Boston","POP_DEN","Population density (inhabitants per km2)","2018","2018","PER","Persons","0","Units",,,664,,
"USA11","Boston","POP_DEN","Population density (inhabitants per km2)","2019","2019","PER","Persons","0","Units",,,666,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2001","2001","USD","US Dollar","0","Units",,,49279,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2002","2002","USD","US Dollar","0","Units",,,49112,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2003","2003","USD","US Dollar","0","Units",,,50284,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2004","2004","USD","US Dollar","0","Units",,,50787,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2005","2005","USD","US Dollar","0","Units",,,52310,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2006","2006","USD","US Dollar","0","Units",,,53066,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2007","2007","USD","US Dollar","0","Units",,,53219,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2008","2008","USD","US Dollar","0","Units",,,51171,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2009","2009","USD","US Dollar","0","Units",,,50143,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2010","2010","USD","US Dollar","0","Units",,,50616,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2011","2011","USD","US Dollar","0","Units",,,50485,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2012","2012","USD","US Dollar","0","Units",,,51011,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2013","2013","USD","US Dollar","0","Units",,,51487,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2014","2014","USD","US Dollar","0","Units",,,52461,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2015","2015","USD","US Dollar","0","Units",,,54566,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2016","2016","USD","US Dollar","0","Units",,,54656,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2017","2017","USD","US Dollar","0","Units",,,56392,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2018","2018","USD","US Dollar","0","Units",,,57593,,
"USA132","Lancaster (NE)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2019","2019","USD","US Dollar","0","Units",,,58405,,
"USA137","Brown","T_T","Population, all ages, administrative data","2001","2001","PER","Persons","0","Units",,,285783,,
"USA137","Brown","T_T","Population, all ages, administrative data","2002","2002","PER","Persons","0","Units",,,288713,,
"USA137","Brown","T_T","Population, all ages, administrative data","2003","2003","PER","Persons","0","Units",,,291169,,
"USA137","Brown","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,294570,,
"USA137","Brown","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,296800,,
"USA137","Brown","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,298702,,
"USA137","Brown","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,301190,,
"USA137","Brown","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,302468,,
"USA137","Brown","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,304686,,
"USA137","Brown","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,306749,,
"USA137","Brown","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,308623,,
"USA137","Brown","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,310622,,
"USA137","Brown","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,311987,,
"USA137","Brown","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,314060,,
"USA137","Brown","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,315719,,
"USA137","Brown","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,317443,,
"USA137","Brown","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,319650,,
"USA137","Brown","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,321253,,
"USA137","Brown","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,322407,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2001","2001","PER","Persons","0","Units",,,364,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2002","2002","PER","Persons","0","Units",,,374,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2003","2003","PER","Persons","0","Units",,,382,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2004","2004","PER","Persons","0","Units",,,393,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2005","2005","PER","Persons","0","Units",,,405,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2006","2006","PER","Persons","0","Units",,,415,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2007","2007","PER","Persons","0","Units",,,420,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2008","2008","PER","Persons","0","Units",,,424,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2009","2009","PER","Persons","0","Units",,,430,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2010","2010","PER","Persons","0","Units",,,437,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2011","2011","PER","Persons","0","Units",,,445,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2012","2012","PER","Persons","0","Units",,,454,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2013","2013","PER","Persons","0","Units",,,462,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2014","2014","PER","Persons","0","Units",,,472,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2015","2015","PER","Persons","0","Units",,,484,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2016","2016","PER","Persons","0","Units",,,495,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2017","2017","PER","Persons","0","Units",,,506,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2018","2018","PER","Persons","0","Units",,,516,,
"USA49","Tampa-Hillsborough","POP_DEN","Population density (inhabitants per km2)","2019","2019","PER","Persons","0","Units",,,523,,
"USA72","Ada","T_T","Population, all ages, administrative data","2001","2001","PER","Persons","0","Units",,,513691,,
"USA72","Ada","T_T","Population, all ages, administrative data","2002","2002","PER","Persons","0","Units",,,527041,,
"USA72","Ada","T_T","Population, all ages, administrative data","2003","2003","PER","Persons","0","Units",,,538463,,
"USA72","Ada","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,552330,,
"USA72","Ada","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,572899,,
"USA72","Ada","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,596510,,
"USA72","Ada","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,616925,,
"USA72","Ada","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,630148,,
"USA72","Ada","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,638110,,
"USA72","Ada","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,645024,,
"USA72","Ada","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,654041,,
"USA72","Ada","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,663971,,
"USA72","Ada","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,675837,,
"USA72","Ada","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,689310,,
"USA72","Ada","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,701034,,
"USA72","Ada","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,718152,,
"USA72","Ada","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,737291,,
"USA72","Ada","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,756963,,
"USA72","Ada","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,777423,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2001","2001","PER","Persons","0","Units",,,103,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2002","2002","PER","Persons","0","Units",,,105,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2003","2003","PER","Persons","0","Units",,,107,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2004","2004","PER","Persons","0","Units",,,109,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2005","2005","PER","Persons","0","Units",,,113,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2006","2006","PER","Persons","0","Units",,,118,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2007","2007","PER","Persons","0","Units",,,122,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2008","2008","PER","Persons","0","Units",,,127,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2009","2009","PER","Persons","0","Units",,,130,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2010","2010","PER","Persons","0","Units",,,134,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2011","2011","PER","Persons","0","Units",,,138,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2012","2012","PER","Persons","0","Units",,,142,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2013","2013","PER","Persons","0","Units",,,146,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2014","2014","PER","Persons","0","Units",,,151,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2015","2015","PER","Persons","0","Units",,,155,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2016","2016","PER","Persons","0","Units",,,160,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2017","2017","PER","Persons","0","Units",,,164,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2018","2018","PER","Persons","0","Units",,,168,,
"USA30","Austin","POP_DEN","Population density (inhabitants per km2)","2019","2019","PER","Persons","0","Units",,,173,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2001","2001","PER","Persons","0","Units",,,19073414,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2002","2002","PER","Persons","0","Units",,,19163168,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2003","2003","PER","Persons","0","Units",,,19219720,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,19227477,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,19204252,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,19179904,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,19217320,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,19320396,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,19450319,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,19575312,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,19705370,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,19800509,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,19876242,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,19931492,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,19971539,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,19986776,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,19978805,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,19947064,,
"USA01","New York (Greater)","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,19892982,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2001","2001","PER","Persons","0","Units",,,428381,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2002","2002","PER","Persons","0","Units",,,432068,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2003","2003","PER","Persons","0","Units",,,436327,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,440597,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,448192,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,458792,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,468466,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,477809,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,484180,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,489626,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,495022,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,500618,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,506537,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,512414,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,517281,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,524520,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,528622,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,533244,,
"USA91","Guilford","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,537872,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2001","2001","PER","Persons","0","Units",,,309716,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2002","2002","PER","Persons","0","Units",,,312642,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2003","2003","PER","Persons","0","Units",,,316502,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,318501,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,320572,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,324117,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,327004,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,329709,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,335663,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,341772,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,345028,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,347441,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,351069,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,355948,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,359492,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,363029,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,365954,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,368000,,
"USA126","Lubbock","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,371057,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2001","2001","PER","Persons","0","Units",,,109,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2002","2002","PER","Persons","0","Units",,,110,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2003","2003","PER","Persons","0","Units",,,111,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2004","2004","PER","Persons","0","Units",,,112,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2005","2005","PER","Persons","0","Units",,,113,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2006","2006","PER","Persons","0","Units",,,115,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2007","2007","PER","Persons","0","Units",,,115,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2008","2008","PER","Persons","0","Units",,,116,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2009","2009","PER","Persons","0","Units",,,117,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2010","2010","PER","Persons","0","Units",,,118,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2011","2011","PER","Persons","0","Units",,,118,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2012","2012","PER","Persons","0","Units",,,119,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2013","2013","PER","Persons","0","Units",,,119,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2014","2014","PER","Persons","0","Units",,,119,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2015","2015","PER","Persons","0","Units",,,119,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2016","2016","PER","Persons","0","Units",,,119,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2017","2017","PER","Persons","0","Units",,,120,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2018","2018","PER","Persons","0","Units",,,120,,
"USA37","Memphis","POP_DEN","Population density (inhabitants per km2)","2019","2019","PER","Persons","0","Units",,,120,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2001","2001","USD","US Dollar","0","Units",,,42668,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2002","2002","USD","US Dollar","0","Units",,,45533,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2003","2003","USD","US Dollar","0","Units",,,45967,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2004","2004","USD","US Dollar","0","Units",,,48145,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2005","2005","USD","US Dollar","0","Units",,,49778,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2006","2006","USD","US Dollar","0","Units",,,48987,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2007","2007","USD","US Dollar","0","Units",,,47341,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2008","2008","USD","US Dollar","0","Units",,,45528,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2009","2009","USD","US Dollar","0","Units",,,43867,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2010","2010","USD","US Dollar","0","Units",,,44660,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2011","2011","USD","US Dollar","0","Units",,,44447,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2012","2012","USD","US Dollar","0","Units",,,45772,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2013","2013","USD","US Dollar","0","Units",,,48006,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2014","2014","USD","US Dollar","0","Units",,,49003,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2015","2015","USD","US Dollar","0","Units",,,50791,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2016","2016","USD","US Dollar","0","Units",,,49761,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2017","2017","USD","US Dollar","0","Units",,,51028,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2018","2018","USD","US Dollar","0","Units",,,51307,,
"USA170","Benton (AR)","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2019","2019","USD","US Dollar","0","Units",,,51719,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2001","2001","PER","Persons","0","Units",,,1475595,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2002","2002","PER","Persons","0","Units",,,1468681,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2003","2003","PER","Persons","0","Units",,,1462279,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2004","2004","PER","Persons","0","Units",,,1451621,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2005","2005","PER","Persons","0","Units",,,1440146,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2006","2006","PER","Persons","0","Units",,,1432017,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2007","2007","PER","Persons","0","Units",,,1428741,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2008","2008","PER","Persons","0","Units",,,1428311,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2009","2009","PER","Persons","0","Units",,,1429742,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2010","2010","PER","Persons","0","Units",,,1431917,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2011","2011","PER","Persons","0","Units",,,1436526,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2012","2012","PER","Persons","0","Units",,,1439479,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2013","2013","PER","Persons","0","Units",,,1442116,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2014","2014","PER","Persons","0","Units",,,1441467,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2015","2015","PER","Persons","0","Units",,,1437166,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2016","2016","PER","Persons","0","Units",,,1434362,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2017","2017","PER","Persons","0","Units",,,1427575,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2018","2018","PER","Persons","0","Units",,,1424622,,
"USA41","Pittsburgh","T_T","Population, all ages, administrative data","2019","2019","PER","Persons","0","Units",,,1422582,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2001","2001","USD","US Dollar","0","Units",,,40927,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2002","2002","USD","US Dollar","0","Units",,,41343,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2003","2003","USD","US Dollar","0","Units",,,42747,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2004","2004","USD","US Dollar","0","Units",,,44515,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2005","2005","USD","US Dollar","0","Units",,,45948,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2006","2006","USD","US Dollar","0","Units",,,44266,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2007","2007","USD","US Dollar","0","Units",,,45802,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2008","2008","USD","US Dollar","0","Units",,,46542,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2009","2009","USD","US Dollar","0","Units",,,44992,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2010","2010","USD","US Dollar","0","Units",,,45285,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2011","2011","USD","US Dollar","0","Units",,,44257,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2012","2012","USD","US Dollar","0","Units",,,43243,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2013","2013","USD","US Dollar","0","Units",,,44105,,
"USA104","York","GDP_PC_REAL_PPP","GDP per capita (USD, constant prices, constant PPP, base year 2015)","2014","2014","USD","US Dollar","0","Units",,,44165,,
