city,year,density,employment,gdp,population
Marion,2009,77,0.5103586447364694,3.5025,0.388323
Marion,2010,78,0.5004495667811019,3.5073,0.391488
Marion,2011,79,0.493998654805264,3.4062,0.393995
Marion,2012,79,0.4901664259818426,3.4331,0.396092
Marion,2013,79,0.4958812638327484,3.4394,0.398059
Marion,2014,80,0.5078460869024678,3.5097,0.402175
Marion,2015,81,0.5139395959011854,3.6872,0.408118
Marion,2016,83,0.5153468812336965,3.7955,0.417088
Marion,2017,85,0.5222269068879504,3.8897,0.424553
Marion,2018,86,0.5295283549351018,4.0171,0.430366
Marion,2019,86,0.5256155862374483,4.1134,0.433408
McLennan,2001,34,0.5532971437916057,3.5453,0.250717
McLennan,2002,34,0.5515378666190731,3.5812,0.252135
McLennan,2003,35,0.5538221528861155,3.6689,0.254477
McLennan,2004,35,0.5551012476194178,3.7452,0.25729
McLennan,2005,35,0.5604001947645436,3.7811,0.258774
McLennan,2006,35,0.5631558536800759,3.8162,0.260443
McLennan,2007,36,0.570650973222108,3.764,0.26253
McLennan,2008,36,0.5679628524146686,3.6883,0.264674
McLennan,2009,36,0.5595991699227879,3.6922,0.267445
McLennan,2010,37,0.5483665848243822,3.7522,0.272068
McLennan,2011,37,0.5492845670900861,3.7699,0.27396
McLennan,2012,37,0.5529868977852749,3.9161,0.275068
McLennan,2013,38,0.5599030934172227,4.2188,0.276555
McLennan,2014,38,0.5674450213586089,4.3732,0.278108
McLennan,2015,38,0.5711434132014002,4.3312,0.280546
McLennan,2016,38,0.5831586463853058,4.3686,0.282887
McLennan,2017,39,0.5856924560285984,4.5188,0.287289
McLennan,2018,39,0.590548466177287,4.6037,0.290027
McLennan,2019,40,0.5842891082619915,4.654,0.292956
Memphis,2001,109,0.6153092156918788,5.139,1.189558
Memphis,2002,110,0.6075683228208476,5.171,1.199526
Memphis,2003,111,0.6044662127684871,5.2008,1.211138
Memphis,2004,112,0.6064160218896875,5.2495,1.222128
Memphis,2005,113,0.6099960148132308,5.3153,1.234572
Memphis,2006,115,0.6155198488918951,5.3448,1.253672
Memphis,2007,115,0.6229245095626286,5.231,1.263617
Memphis,2008,116,0.6170793829033174,5.0954,1.271697
Memphis,2009,117,0.5930411750165057,4.9472,1.278348
Memphis,2010,118,0.5880839930104284,4.9292,1.286488
Memphis,2011,118,0.5965412274645127,4.9398,1.293349
Memphis,2012,119,0.5968777397768146,5.1107,1.301429
Memphis,2013,119,0.5998144800758052,5.1808,1.302286
Memphis,2014,119,0.6097817673857728,5.1615,1.303609
Memphis,2015,119,0.6196479187851489,5.3453,1.304983
Memphis,2016,119,0.6301076700363287,5.3914,1.306956
Memphis,2017,120,0.635191517083524,5.3968,1.309361
Memphis,2018,120,0.6438416427867398,5.3823,1.313865
Memphis,2019,120,0.6472274245510429,5.4195,1.316718
Merced,2001,43,0.3774404065516233,2.5903,0.218816
Merced,2002,44,0.3863617201609933,2.6477,0.225351
Merced,2003,45,0.37767277277925215,2.8243,0.231735
Merced,2004,46,0.3704949827135509,3.0865,0.23718
Merced,2005,47,0.36104537546278354,3.0208,0.242554
Merced,2006,48,0.3676030618982791,2.891,0.245338
Merced,2007,48,0.37405648990102197,3.3301,0.24854
Merced,2008,49,0.3622444499437211,2.9141,0.250538
Merced,2009,49,0.3522564228583206,2.7761,0.252302
Merced,2010,50,0.34518072993155674,2.8205,0.256709
Merced,2011,50,0.34125107522111947,2.9812,0.259249
Merced,2012,51,0.35322652391324355,2.9298,0.260776
Merced,2013,51,0.361532410801564,3.0489,0.261888
Merced,2014,51,0.37052160716921295,3.2492,0.264241
Merced,2015,52,0.3758233665122326,3.1925,0.266133
Merced,2016,52,0.37741706249766244,3.1144,0.26737
Merced,2017,53,0.3834151168414951,3.284,0.270837
Merced,2018,53,0.38791450062652294,3.1907,0.273733
Merced,2019,54,0.38521330571533735,3.1989,0.277114
Miami,2001,327,0.5586737945547067,4.5987,5.240636
Miami,2002,332,0.5548566175435964,4.7191,5.33015
Miami,2003,337,0.5597169188659193,4.8409,5.398311
Miami,2004,341,0.5678779977783447,5.0429,5.476097
Miami,2005,346,0.5826882835769828,5.2493,5.55306
Miami,2006,347,0.5958754745088889,5.3839,5.57155
Miami,2007,347,0.6070669891417075,5.436,5.566529
Miami,2008,349,0.5933500291659121,5.1498,5.599002
Miami,2009,352,0.5651864647362096,4.8296,5.65013
Miami,2010,357,0.5595525037467026,4.8806,5.730372
Miami,2011,363,0.5697204415250294,4.7805,5.816386
Miami,2012,368,0.5766976493446616,4.7504,5.895122
Miami,2013,373,0.589110437200745,4.8223,5.974418
Miami,2014,377,0.6077056721868207,4.9326,6.047597
Miami,2015,382,0.6277436849331394,5.1516,6.12543
Miami,2016,387,0.633005952783298,5.2546,6.213564
Miami,2017,391,0.6451009263198824,5.3869,6.27537
Miami,2018,393,0.6683426798722732,5.5418,6.301263
Miami,2019,394,0.672717736475512,5.6696,6.326099
Milwaukee,2001,390,0.668280193755942,5.5172,1.507257
Milwaukee,2002,392,0.6562161755217596,5.4728,1.514251
Milwaukee,2003,393,0.6523294024132981,5.5672,1.519746
Milwaukee,2004,394,0.6571219114209926,5.645,1.522302
Milwaukee,2005,394,0.6622234366861076,5.8199,1.522391
Milwaukee,2006,394,0.6689922679008627,5.9407,1.523907
Milwaukee,2007,396,0.6744713464689785,5.9487,1.530492
Milwaukee,2008,398,0.6706823158015176,5.7831,1.538232
Milwaukee,2009,401,0.6390472976155982,5.6686,1.549613
Milwaukee,2010,403,0.6303134563450563,5.7403,1.556708
Milwaukee,2011,404,0.6368197471152917,5.7991,1.561423
Milwaukee,2012,405,0.6383037363352462,5.8356,1.567445
Milwaukee,2013,407,0.6453929447926912,5.8372,1.572002
Milwaukee,2014,407,0.6509179637537141,5.8397,1.575389
Milwaukee,2015,408,0.6578660328468495,5.9814,1.576894
Milwaukee,2016,408,0.6624049648530119,6.0335,1.576522
Milwaukee,2017,407,0.6672700948241225,6.01,1.575443
Milwaukee,2018,407,0.6753924076342565,6.1242,1.57553
Milwaukee,2019,408,0.674213210519476,6.2388,1.577455
Minneapolis,2001,170,0.7045283454855288,6.0369,3.037997
Minneapolis,2002,172,0.6941667764440729,6.0612,3.066812
Minneapolis,2003,173,0.6913474366612605,6.2879,3.093407
Minneapolis,2004,175,0.6959615257077847,6.5035,3.121253
Minneapolis,2005,176,0.7037463914689513,6.6832,3.147749
Minneapolis,2006,178,0.7072567069144909,6.5691,3.182201
Minneapolis,2007,180,0.7095726991510685,6.5937,3.216867
Minneapolis,2008,182,0.7003401859987188,6.4614,3.248517
Minneapolis,2009,183,0.6716253712469168,6.2264,3.277805
Minneapolis,2010,185,0.6646270895647577,6.343,3.302482
Minneapolis,2011,187,0.6730325635150997,6.4302,3.336372
Minneapolis,2012,189,0.6749884024600141,6.4926,3.369249
Minneapolis,2013,191,0.6799663488568423,6.6012,3.404342
Minneapolis,2014,193,0.6848070499088499,6.7799,3.439931
Minneapolis,2015,194,0.6930026850085055,6.9224,3.467773
Minneapolis,2016,196,0.6963861991001895,6.967,3.50296
Minneapolis,2017,198,0.6992010386892538,6.9943,3.539846
Minneapolis,2018,200,0.703188461281211,7.1612,3.573291
Minneapolis,2019,202,0.6997867671213173,7.1625,3.601227
Minnehaha,2001,20,0.7462418166753166,4.8612,0.219654
Minnehaha,2002,21,0.744992465645593,5.5756,0.222315
Minnehaha,2003,21,0.7411731333492895,5.3967,0.225618
Minnehaha,2004,21,0.741178516312735,6.204,0.230035
Minnehaha,2005,22,0.750174956474243,6.4574,0.234344
Minnehaha,2006,22,0.7573395089854903,6.9219,0.239219
Minnehaha,2007,23,0.7647494042193127,6.8585,0.244637
Minnehaha,2008,23,0.7657275678275157,6.7924,0.24953
Minnehaha,2009,23,0.7466390084039579,6.6279,0.253571
Minnehaha,2010,24,0.73848460070864,6.5367,0.25683
Minnehaha,2011,24,0.7456986910481231,6.9259,0.259979
Minnehaha,2012,24,0.7489739126494764,7.4625,0.264841
Minnehaha,2013,25,0.7518082125693504,7.241,0.269465
Minnehaha,2014,25,0.7581072246428949,7.5954,0.273799
Minnehaha,2015,26,0.7594540801819732,7.6717,0.277843
Minnehaha,2016,26,0.7577466782257922,7.8942,0.282605
Minnehaha,2017,27,0.7536131782084745,7.8232,0.288112
Minnehaha,2018,27,0.7602609702776236,7.8442,0.291834
Minnehaha,2019,27,0.7567138897962346,8.0081,0.296959
Mobile,2001,121,0.5382889018291601,3.6829,0.400129
Mobile,2002,121,0.534732241204971,3.7235,0.398549
Mobile,2003,120,0.5304937173748122,3.8184,0.398082
Mobile,2004,120,0.5346957852442086,3.9573,0.397959
Mobile,2005,121,0.5488141133297572,4.1725,0.398942
Mobile,2006,122,0.5619260590296736,4.4332,0.402916
Mobile,2007,123,0.5744278619227783,4.4113,0.405715
Mobile,2008,124,0.5720314959090509,4.4333,0.409196
Mobile,2009,125,0.5483016742962277,4.3704,0.411994
Mobile,2010,125,0.5489586962412418,4.3926,0.413328
Mobile,2011,125,0.5644694354748915,4.5398,0.413126
Mobile,2012,125,0.5543340911781547,4.4979,0.413893
Mobile,2013,125,0.5526018960207717,4.5149,0.414025
Mobile,2014,125,0.5576782895403791,4.5188,0.414298
Mobile,2015,125,0.5642487471482248,4.4933,0.414654
Mobile,2016,126,0.5684167170477564,4.5238,0.415169
Mobile,2017,125,0.5714240878397138,4.608,0.414209
Mobile,2018,125,0.5745145133063786,4.7103,0.414275
Mobile,2019,125,0.5756173884444616,4.7317,0.413516
Monterey,2001,47,0.5343149537439631,5.061,0.407082
Monterey,2002,48,0.5406881071551701,5.2292,0.408977
Monterey,2003,48,0.5459588748550858,5.3328,0.409725
Monterey,2004,48,0.5442601613286,4.9209,0.408731
Monterey,2005,47,0.5467728359896233,4.9632,0.405139
Monterey,2006,47,0.5461923047251208,5.3259,0.401831
Monterey,2007,47,0.5577817762490804,5.29,0.402376
Monterey,2008,47,0.551078512986981,5.1729,0.406022
Monterey,2009,48,0.5289996904424723,5.2909,0.410263
Monterey,2010,48,0.5287661099342393,5.2367,0.416358
Monterey,2011,49,0.5259182785058245,5.0177,0.420379
Monterey,2012,49,0.5324075601925407,5.1431,0.424222
Monterey,2013,50,0.5416988335449112,5.4703,0.426163
Monterey,2014,50,0.5582648924611844,5.4715,0.427985
Monterey,2015,50,0.5681578323391713,5.695,0.430178
Monterey,2016,50,0.5740432266816785,5.6652,0.433436
Monterey,2017,50,0.5775040744300984,5.7866,0.433803
Monterey,2018,50,0.5933440865425663,5.9384,0.433359
Monterey,2019,50,0.596056578522313,6.1297,0.43338
Montgomery,2001,31,0.5659718973936797,3.6506,0.427576
Montgomery,2002,31,0.5660855725381175,3.7246,0.429133
Montgomery,2003,31,0.57259853346619,3.849,0.430539
Montgomery,2004,31,0.5819405638811278,4.0632,0.43307
Montgomery,2005,32,0.5931037800466865,4.1907,0.436529
Montgomery,2006,32,0.5959394931345555,4.2216,0.444181
Montgomery,2007,32,0.6077712806320582,4.2215,0.44806
Montgomery,2008,33,0.6010069730656983,4.1264,0.44887
Montgomery,2009,33,0.5807585531965888,4.0659,0.450621
Montgomery,2010,33,0.567468999124008,4.1373,0.454342
Montgomery,2011,33,0.5676413641364136,4.134,0.4545
Montgomery,2012,33,0.5617324936305381,4.2178,0.453335
Montgomery,2013,33,0.565777200125551,4.2222,0.452406
Montgomery,2014,33,0.5715166228784906,4.203,0.451035
Montgomery,2015,33,0.5761626874944529,4.3302,0.45068
Montgomery,2016,33,0.5818459505949531,4.447,0.451128
Montgomery,2017,33,0.5886765668149101,4.4509,0.450835
Montgomery,2018,33,0.5908736627383911,4.4483,0.449052
Montgomery,2019,33,0.5902904519877376,4.4647,0.448198
Montgomery,2001,309,0.6274747262751726,4.8201,0.705179
Montgomery,2002,309,0.6173175518335989,4.9538,0.704707
Montgomery,2003,309,0.6117314551805745,5.0217,0.704806
Montgomery,2004,309,0.6112400819677943,5.1218,0.705155
Montgomery,2005,308,0.6105443386110961,5.1436,0.703202
Montgomery,2006,307,0.6098464652800547,5.0986,0.70147
Montgomery,2007,306,0.610200908360749,4.9857,0.699722
Montgomery,2008,306,0.5987268175167209,4.8202,0.697779
Montgomery,2009,305,0.5740505392974127,4.6624,0.696369
Montgomery,2010,305,0.570126459548578,4.7501,0.697219
Montgomery,2011,306,0.5775380314448655,4.8305,0.698238
Montgomery,2012,306,0.5793634554214178,4.7865,0.698867
Montgomery,2013,306,0.5798265306706831,4.8182,0.698452
Montgomery,2014,305,0.5875106092581548,4.8935,0.697504
Montgomery,2015,305,0.5971083161038364,5.027,0.69648
Montgomery,2016,306,0.6015466458765665,5.1174,0.697768
Montgomery,2017,306,0.6109614646964865,5.2107,0.698684
Montgomery,2018,306,0.6171181408725309,5.3217,0.699597
Montgomery,2019,307,0.6174003161827701,5.4731,0.701493
Muscogee,2001,40,0.5640238231325188,3.8759,0.295679
Muscogee,2002,41,0.5536493811560939,3.9938,0.297571
Muscogee,2003,40,0.562597677382126,4.0981,0.291137
Muscogee,2004,41,0.558399170917509,4.0733,0.297196
Muscogee,2005,41,0.5646241204046055,4.1399,0.298859
Muscogee,2006,41,0.5681719503504963,4.198,0.301715
Muscogee,2007,41,0.5746728162386159,4.3802,0.298991
Muscogee,2008,41,0.5855894934233795,4.3526,0.299698
Muscogee,2009,42,0.5738614625468839,4.3314,0.305809
Muscogee,2010,42,0.5737244106699751,4.3774,0.309504
Muscogee,2011,43,0.579902667913701,4.3298,0.315415
Muscogee,2012,44,0.5686210142952705,4.2845,0.322904
Muscogee,2013,45,0.5613562380366004,4.1538,0.328084
Muscogee,2014,44,0.5619684437168473,4.1986,0.325577
Muscogee,2015,44,0.5640593955224342,4.3125,0.323122
Muscogee,2016,44,0.5645779570565981,4.3357,0.319304
Muscogee,2017,43,0.5738261295883348,4.4237,0.316155
Muscogee,2018,44,0.578169053883492,4.4072,0.318502
Muscogee,2019,44,0.5790062841844398,4.4511,0.321601
Nashville,2001,88,0.5402851777555436,4.0221,0.202891
Nashville,2002,91,0.5404591303351585,4.1404,0.209483
Nashville,2003,94,0.5435629067495601,4.2822,0.216503
Nashville,2004,97,0.565819204013735,4.6161,0.224828
Nashville,2005,102,0.5756319544847763,4.6979,0.234471
Nashville,2006,107,0.5669520985530997,4.615,0.246527
Nashville,2007,111,0.56320807496853,4.5603,0.257388
Nashville,2008,115,0.540319159718755,4.3132,0.266387
Nashville,2009,118,0.5059343864624901,3.9151,0.272901
Nashville,2010,120,0.49291394761402,3.9999,0.277517
Nashville,2011,123,0.49913229727389363,3.8891,0.282931
Nashville,2012,125,0.5092897729243706,4.0277,0.288274
Nashville,2013,128,0.5183147389153878,4.1755,0.294981
Nashville,2014,131,0.5244303441894281,4.3103,0.302595
Nashville,2015,135,0.5264122352609508,4.4871,0.312147
Nashville,2016,139,0.528394816049352,4.6771,0.321608
Nashville,2017,143,0.5413142603319645,4.7754,0.330939
Nashville,2018,147,0.5518566998030684,4.7078,0.339204
Nashville,2019,150,0.5555424160965423,4.8621,0.346708
New Haven,2001,521,0.6112890633635419,7.0033,1.718938
New Haven,2002,523,0.6068481521111991,7.0386,1.727999
New Haven,2003,526,0.6025855428437634,6.975,1.738281
New Haven,2004,528,0.6117727157132384,7.3657,1.741977
New Haven,2005,528,0.6171479497826418,7.5119,1.744815
New Haven,2006,529,0.6253371818780952,7.755,1.746461
New Haven,2007,530,0.6374767574136426,7.9934,1.751096
New Haven,2008,533,0.6355088426455568,8.0749,1.760446
New Haven,2009,536,0.6165209218468115,7.6782,1.770446
New Haven,2010,540,0.6075806792691594,7.5439,1.782769
New Haven,2011,543,0.616306924996917,7.1938,1.792073
New Haven,2012,545,0.6201674976736434,7.3547,1.800025
New Haven,2013,546,0.6277439741263426,7.2582,1.803224
New Haven,2014,547,0.6324794362697236,7.2467,1.807673
New Haven,2015,547,0.6412849721651386,7.4366,1.805829
New Haven,2016,546,0.6477980097102185,7.4924,1.803255
New Haven,2017,546,0.646109330326224,7.5436,1.801952
New Haven,2018,546,0.6514459006461363,7.6781,1.802406
New Haven,2019,545,0.6478896188757016,7.7574,1.798206
New Orleans,2001,111,0.5799021641625801,4.507,1.323237
New Orleans,2002,111,0.5747562577206619,4.5053,1.333273
New Orleans,2003,112,0.5735323006953044,4.8158,1.343872
New Orleans,2004,113,0.5707866742353314,4.9751,1.35647
New Orleans,2005,114,0.5061273378607064,5.3188,1.36503
New Orleans,2006,85,0.6277367316453732,6.9625,1.018231
New Orleans,2007,90,0.6354648710995429,6.6676,1.074201
New Orleans,2008,93,0.6334337760474654,7.0044,1.113736
New Orleans,2009,96,0.6155527487078948,6.4974,1.145611
New Orleans,2010,98,0.6096289408574154,7.3349,1.173317
New Orleans,2011,100,0.6044839830194344,5.957,1.192422
New Orleans,2012,101,0.609922977772543,6.0088,1.205626
New Orleans,2013,102,0.6166616741281181,5.6495,1.218485
New Orleans,2014,103,0.6238403164746109,5.6629,1.228029
New Orleans,2015,104,0.6298899627293115,5.6239,1.23958
New Orleans,2016,104,0.6311151735280086,5.4921,1.247205
New Orleans,2017,104,0.6308941086311869,5.9005,1.250083
New Orleans,2018,104,0.6394662573253703,6.0048,1.25079
New Orleans,2019,105,0.641791985850811,5.9693,1.252934
New York,2001,799,0.5518556352837515,6.5994,19.073414
New York,2002,802,0.5462684979853017,6.5615,19.163168
New York,2003,805,0.5465254436589086,6.5735,19.21972
New York,2004,805,0.554636419536479,6.7394,19.227477
New York,2005,804,0.5640880988231148,6.9051,19.204252
New York,2006,803,0.5748265997577464,7.1139,19.179904
New York,2007,805,0.5894232390364526,7.202,19.21732
New York,2008,809,0.5915146873801137,7.0356,19.320396
New York,2009,814,0.575682794714061,7.0917,19.450319
New York,2010,820,0.5735193390531911,7.3042,19.575312
New York,2011,825,0.5858878569648781,7.2405,19.70537
New York,2012,829,0.5909578890118431,7.5364,19.800509
New York,2013,832,0.6007500311175523,7.6104,19.876242
New York,2014,835,0.6136031863545388,7.7712,19.931492
New York,2015,836,0.6272167107402189,8.0026,19.971539
New York,2016,837,0.6372231819679172,8.2513,19.986776
New York,2017,837,0.6455899639643112,8.3624,19.978805
New York,2018,835,0.6623531162280324,8.6626,19.947064
New York,2019,833,0.6696974842685727,8.9247,19.892982
Newport News,2001,267,0.5415563079667605,4.1537,0.439476
Newport News,2002,268,0.5415184068905928,4.2362,0.440949
Newport News,2003,268,0.5424736659414355,4.4586,0.440779
Newport News,2004,269,0.5460901186696918,4.5604,0.443837
Newport News,2005,270,0.5574419017606481,4.7003,0.444893
Newport News,2006,271,0.560367368650221,4.5581,0.445547
Newport News,2007,270,0.5717832739006069,4.7462,0.445041
Newport News,2008,269,0.5721042057024178,4.9066,0.44297
Newport News,2009,268,0.5584014770634314,4.9761,0.441958
Newport News,2010,268,0.5554798227399227,4.9549,0.441611
Newport News,2011,267,0.5573692706216754,4.9535,0.440471
Newport News,2012,268,0.5565054169302022,4.872,0.441117
Newport News,2013,269,0.5590426829819345,4.9848,0.442612
Newport News,2014,270,0.5588328054390383,4.8675,0.443902
Newport News,2015,269,0.5627105032225463,5.008,0.443283
Newport News,2016,268,0.5668009045778976,4.9944,0.441753
Newport News,2017,268,0.5765400656326612,4.9905,0.440939
Newport News,2018,267,0.5921793421214063,5.0823,0.440142
Newport News,2019,268,0.5944413766882717,5.205,0.441872
Nueces,2001,93,0.5501524871174677,4.0257,0.38036
Nueces,2002,94,0.5484133696707703,3.9057,0.383076
Nueces,2003,94,0.5539482180424504,4.1882,0.384072
Nueces,2004,95,0.5493058073541476,4.5331,0.388869
Nueces,2005,96,0.5534428016000122,4.4899,0.392747
Nueces,2006,97,0.5587362893962917,4.6666,0.396135
Nueces,2007,97,0.5747252885571513,5.0398,0.397235
Nueces,2008,98,0.5833756310274214,4.8059,0.399943
Nueces,2009,99,0.5682586126231833,4.4832,0.403971
Nueces,2010,99,0.564566627540619,4.9317,0.404675
Nueces,2011,100,0.568087449384769,5.401,0.407733
Nueces,2012,101,0.5769105116558212,5.3818,0.413227
Nueces,2013,102,0.5808183356039692,5.2812,0.419119
Nueces,2014,103,0.5866603995077604,4.8679,0.423371
Nueces,2015,105,0.5819905168947038,4.7687,0.427708
Nueces,2016,105,0.5752846801747001,4.5209,0.429078
Nueces,2017,105,0.5854873071690752,4.8127,0.428549
Nueces,2018,105,0.5882291202627153,5.177,0.428753
Nueces,2019,105,0.5843269161287916,5.1968,0.429003
Oklahoma,2001,77,0.6475410292743896,4.3047,1.076914
Oklahoma,2002,78,0.6355937181617087,4.3346,1.08949
Oklahoma,2003,79,0.6289861099634703,4.4769,1.101293
Oklahoma,2004,80,0.6367207038629699,4.647,1.11158
Oklahoma,2005,81,0.640758245875065,4.869,1.126442
Oklahoma,2006,82,0.6439001630809212,5.1559,1.14667
Oklahoma,2007,83,0.648223069709714,5.1722,1.163439
Oklahoma,2008,84,0.652153127892508,5.6838,1.179772
Oklahoma,2009,86,0.6304410845932775,5.1337,1.20045
Oklahoma,2010,87,0.6241365861332661,5.2419,1.220446
Oklahoma,2011,89,0.629686278590807,5.4327,1.239603
Oklahoma,2012,90,0.6381603904606961,5.5619,1.26005
Oklahoma,2013,92,0.642082011595157,5.7042,1.282087
Oklahoma,2014,93,0.6441467083973017,5.9126,1.298167
Oklahoma,2015,94,0.6432233443251557,5.5212,1.318556
Oklahoma,2016,96,0.6390891126799297,5.3296,1.334479
Oklahoma,2017,96,0.6397716500192501,5.5124,1.342851
Oklahoma,2018,97,0.6444794435825866,5.7064,1.354954
Oklahoma,2019,98,0.6392608546823898,5.502,1.370123
Onondaga,2001,101,0.5783060318397042,4.901,0.650697
Onondaga,2002,101,0.5695011506483033,4.9176,0.652241
Onondaga,2003,102,0.5684095797377768,5.0743,0.655091
Onondaga,2004,102,0.5720849989865107,5.1549,0.656149
Onondaga,2005,102,0.579520351255914,5.1796,0.655021
Onondaga,2006,102,0.5805750159082342,5.1569,0.655321
Onondaga,2007,102,0.5891766190344845,5.2412,0.656209
Onondaga,2008,102,0.5872459641864708,5.1884,0.658913
Onondaga,2009,103,0.5717303440835158,5.2623,0.660857
Onondaga,2010,103,0.5639767044871911,5.4325,0.663132
Onondaga,2011,103,0.569152564884298,5.32,0.662564
Onondaga,2012,103,0.5734556648942205,5.4708,0.661045
Onondaga,2013,103,0.5741722924745347,5.5258,0.661979
Onondaga,2014,103,0.5772851314637744,5.657,0.660334
Onondaga,2015,102,0.5811422743033124,5.9063,0.657863
Onondaga,2016,102,0.5857194807417276,5.8688,0.654472
Onondaga,2017,101,0.5871852352290874,5.9113,0.65128
Onondaga,2018,101,0.5952673726924791,5.9531,0.65059
Onondaga,2019,101,0.5986181146607181,6.109,0.648679
Orange,2001,164,0.6333144094310025,4.8623,1.710359
Orange,2002,169,0.6151214676668494,4.9229,1.760345
Orange,2003,174,0.6189217595598009,5.0266,1.811544
Orange,2004,180,0.6282154565547632,5.2038,1.878077
Orange,2005,188,0.6395100915536094,5.3854,1.955794
Orange,2006,194,0.6453095135434297,5.3956,2.020057
Orange,2007,197,0.651479567415744,5.4446,2.057865
Orange,2008,200,0.6304354178632797,5.1844,2.087489
Orange,2009,203,0.5936530649642008,4.8514,2.111917
Orange,2010,205,0.5863365598882213,4.7887,2.139227
Orange,2011,209,0.5952487183504825,4.6768,2.176297
Orange,2012,213,0.5999002731258535,4.6978,2.22608
Orange,2013,218,0.6054775144210592,4.7485,2.270811
Orange,2014,223,0.6185135664573851,4.8118,2.325257
Orange,2015,229,0.6297913814871837,5.0024,2.389577
Orange,2016,236,0.6380111433398767,5.0815,2.457432
Orange,2017,242,0.6528532980730386,5.1499,2.519926
Orange,2018,247,0.670600478128104,5.1956,2.576297
Orange,2019,250,0.6794587836472639,5.3652,2.608273
Peoria,2001,78,0.6181241407146731,4.9962,0.317124
Peoria,2002,78,0.6038687337687888,4.9329,0.317675
Peoria,2003,78,0.5966486397902327,5.0191,0.317304
Peoria,2004,78,0.6051073825292598,5.1853,0.318441
Peoria,2005,78,0.6120805033334584,5.4614,0.319788
Peoria,2006,79,0.6257941668792741,5.7672,0.321406
Peoria,2007,79,0.6355367095341486,6.0849,0.323322
Peoria,2008,79,0.6360677945228675,6.1282,0.324805
Peoria,2009,80,0.5975056931289192,6.0857,0.328027
Peoria,2010,80,0.5997845465559493,6.5789,0.327681
Peoria,2011,80,0.6112103896420189,7.4167,0.328481
Peoria,2012,81,0.6197056902914243,8.4066,0.329245
Peoria,2013,81,0.6012464733151291,7.0841,0.330693
Peoria,2014,80,0.6017208110394867,7.0357,0.328566
Peoria,2015,80,0.605162219294752,6.5934,0.32641
Peoria,2016,79,0.5988578222847867,6.1829,0.324643
Peoria,2017,79,0.5965439729387734,5.8851,0.321641
Peoria,2018,78,0.6041237113402061,6.0747,0.318645
Peoria,2019,77,0.5997870585967983,5.8858,0.316519
Philadelphia,2001,469,0.5793696860625898,5.6575,6.06777
Philadelphia,2002,471,0.5764882237653456,5.7066,6.099318
Philadelphia,2003,474,0.576069678902284,5.9015,6.132588
Philadelphia,2004,476,0.5809627098456108,6.0803,6.165783
Philadelphia,2005,478,0.5886374333444137,6.1182,6.191154
Philadelphia,2006,480,0.5952926250589929,6.173,6.218965
Philadelphia,2007,482,0.6009874121207055,6.3588,6.245214
Philadelphia,2008,484,0.6006892641024545,6.4705,6.271036
Philadelphia,2009,487,0.5826553882738773,6.2712,6.306927
Philadelphia,2010,490,0.5790334282548807,6.3375,6.338919
Philadelphia,2011,492,0.5836485501701495,6.3275,6.364402
Philadelphia,2012,493,0.5857361938213859,6.4865,6.386416
Philadelphia,2013,495,0.592573910112019,6.5269,6.401323
Philadelphia,2014,496,0.6011134647570302,6.6691,6.418883
Philadelphia,2015,497,0.6102095652683878,6.8132,6.428403
Philadelphia,2016,497,0.6230782146689802,6.8652,6.438089
Philadelphia,2017,498,0.6305562496938385,6.7877,6.450844
Philadelphia,2018,500,0.6401279091798423,6.8814,6.465525
Philadelphia,2019,500,0.6438508138024455,7.0398,6.472824
Phoenix,2001,89,0.5805327766507241,4.8474,3.363736
Phoenix,2002,91,0.5688257971828865,4.8915,3.45247
Phoenix,2003,93,0.5698427321888888,5.0377,3.536388
Phoenix,2004,96,0.5784649297891972,5.1144,3.637332
Phoenix,2005,100,0.5947951835061684,5.2939,3.774696
Phoenix,2006,103,0.6038576857870754,5.3708,3.914212
Phoenix,2007,106,0.603684850258628,5.3802,4.018128
Phoenix,2008,108,0.5792828803625195,5.1485,4.106372
Phoenix,2009,110,0.5409069558545352,4.6818,4.153609
Phoenix,2010,111,0.5256315633868176,4.6191,4.204289
Phoenix,2011,112,0.5324262340175174,4.6576,4.253485
Phoenix,2012,114,0.5336942124485283,4.731,4.330536
Phoenix,2013,116,0.5394471815851621,4.699,4.404231
Phoenix,2014,118,0.5437478356629302,4.7052,4.490405
Phoenix,2015,121,0.552245081975266,4.8022,4.580345
Phoenix,2016,123,0.5588348717983818,4.8841,4.675331
Phoenix,2017,126,0.5657757014332084,4.9602,4.760717
Phoenix,2018,128,0.5753043696914361,5.0693,4.85183
Phoenix,2019,131,0.5771366848065798,5.2094,4.953901
Pima,2001,36,0.508407038450796,3.7945,0.85928
Pima,2002,37,0.4999124981270024,3.7612,0.874267
Pima,2003,37,0.4987329169549822,3.9097,0.885893
Pima,2004,38,0.5088567935367485,3.7927,0.901342
Pima,2005,39,0.5142584249884277,3.8932,0.920298
Pima,2006,39,0.5222492640260168,3.896,0.94093
Pima,2007,40,0.5279551905125075,4.0037,0.955869
Pima,2008,41,0.5173820855609448,4.0144,0.967778
Pima,2009,41,0.49405174357817916,3.7823,0.97558
Pima,2010,41,0.48586103586923635,3.8506,0.981649
Pima,2011,41,0.48317248356095094,3.7919,0.9885
Pima,2012,42,0.48780897897870684,3.8693,0.993231
